county_name,county_fips,lat,long
La Plata County,8067.0,37.28736729999999,-107.8397178
Lake County,8065.0,39.205340500000005,-106.35007900000001
Larimer County,8069.0,40.6580933,-105.4867638
Las Animas County,8071.0,37.31883079999999,-104.0441103
Lincoln County,8073.0,38.993740100000004,-103.5075545
Logan County,8075.0,40.7280911,-103.0904639
Mesa County,8077.0,39.019524,-108.46057069999999
Mineral County,8079.0,37.5490672,-107.00323600000002
Moffat County,8081.0,40.6108644,-108.21715449999999
Montezuma County,8083.0,37.338024700000005,-108.59578640000001
Montrose County,8085.0,38.407506899999994,-108.26628149999999
Morgan County,8087.0,40.263159,-103.81221020000001
Otero County,8089.0,37.884169799999995,-103.7212597
Ouray County,8091.0,38.154731299999995,-107.78848020000001
Park County,8093.0,39.1189141,-105.7176479
Phillips County,8095.0,40.594711700000005,-102.34510470000001
Pitkin County,8097.0,39.2175376,-106.91615870000001
Prowers County,8099.0,37.9581814,-102.3921613
Pueblo County,8101.0,38.1706581,-104.48989240000002
Rio Blanco County,8103.0,39.9726223,-108.2007155
Rio Grande County,8105.0,37.485853399999996,-106.453128
Routt County,8107.0,40.483663799999995,-106.98770209999999
Fairfield County,9001.0,41.227412799999996,-73.36706140000001
Hartford County,9003.0,41.806053399999996,-72.7329157
Litchfield County,9005.0,41.791883299999995,-73.2354042
Middlesex County,9007.0,41.4330028,-72.5227802
New Haven County,9009.0,41.3497185,-72.90020329999999
New London County,9011.0,41.47265170000001,-72.1086339
Tolland County,9013.0,41.8580807,-72.34097790000001
Windham County,9015.0,41.8249987,-71.9907017
Kent County,10001.0,39.0970884,-75.50298190000001
New Castle County,10003.0,39.5759152,-75.6441324
Sussex County,10005.0,38.6732275,-75.3370237
District of Columbia,11001.0,38.904247399999996,-77.0165167
Alachua County,12001.0,29.675740299999998,-82.357221
Baker County,12003.0,30.324441600000004,-82.3022838
Bay County,12005.0,30.238217600000002,-85.6316798
Bradford County,12007.0,29.9523863,-82.1666793
Brevard County,12009.0,28.298311199999997,-80.7003334
Broward County,12011.0,26.1935353,-80.4766834
Calhoun County,12013.0,30.388801300000004,-85.19791550000001
Charlotte County,12015.0,26.8689745,-81.9412782
Saguache County,8109.0,38.031651399999994,-106.2346662
San Juan County,8111.0,37.781049200000005,-107.67025670000001
San Miguel County,8113.0,38.009319,-108.4272635
Sedgwick County,8115.0,40.8715679,-102.3553579
Summit County,8117.0,39.621022700000005,-106.1375545
Teller County,8119.0,38.86997589999999,-105.18736509999998
Washington County,8121.0,39.9657899,-103.2097445
Weld County,8123.0,40.555960999999996,-104.383666
Yuma County,8125.0,40.0007703,-102.4216491
Saipan Municipality,69110.0,15.1980954,145.77719230000002
Tinian Municipality,69120.0,14.936783499999999,145.601021
Gilchrist County,12041.0,29.723455600000005,-82.79580109999999
Glades County,12043.0,26.9548102,-81.1908197
Gulf County,12045.0,29.9072571,-85.25653659999999
Hamilton County,12047.0,30.4911868,-82.9510714
Hardee County,12049.0,27.492845799999998,-81.8215798
Hendry County,12051.0,26.539966999999997,-81.1521142
Hernando County,12053.0,28.573042600000004,-82.4662272
Highlands County,12055.0,27.3410799,-81.34235340000001
Hillsborough County,12057.0,27.9066072,-82.3497186
Holmes County,12059.0,30.862007199999997,-85.8159385
Indian River County,12061.0,27.7005283,-80.57478940000001
Jackson County,12063.0,30.7892485,-85.2088141
Citrus County,12017.0,28.8436402,-82.52480990000001
Clay County,12019.0,29.986583500000002,-81.86503640000001
Collier County,12021.0,26.118786,-81.40095529999999
Columbia County,12023.0,30.221650899999997,-82.62337120000001
DeSoto County,12027.0,27.1905809,-81.80625309999999
Dixie County,12029.0,29.5808994,-83.1956656
Duval County,12031.0,30.335244899999996,-81.6481132
Escambia County,12033.0,30.611638199999998,-87.33889959999999
Flagler County,12035.0,29.4748909,-81.2862532
Franklin County,12037.0,29.8101756,-84.79917420000001
Gadsden County,12039.0,30.578686600000005,-84.6126072
Jefferson County,12065.0,30.424557699999998,-83.89085940000001
Lafayette County,12067.0,29.990066100000004,-83.1785097
Lake County,12069.0,28.764112800000003,-81.7122822
Lee County,12071.0,26.5590348,-81.8919943
Leon County,12073.0,30.4593104,-84.2778004
Levy County,12075.0,29.2844566,-82.783462
Liberty County,12077.0,30.2598494,-84.86858050000001
Madison County,12079.0,30.447232500000002,-83.4704159
Manatee County,12081.0,27.4816825,-82.36876690000001
Marion County,12083.0,29.2028047,-82.04310040000001
Martin County,12085.0,27.083603600000004,-80.3982011
Miami-Dade County,12086.0,25.6105799,-80.49709890000001
Monroe County,12087.0,24.768883300000002,-80.9532703
Nassau County,12089.0,30.605962899999994,-81.76508670000001
Okaloosa County,12091.0,30.665851,-86.5941872
Okeechobee County,12093.0,27.3855924,-80.8873884
Orange County,12095.0,28.514390600000002,-81.3232839
Osceola County,12097.0,28.0590267,-81.1393116
Palm Beach County,12099.0,26.6491257,-80.4483542
Pasco County,12101.0,28.3077107,-82.4648324
Pinellas County,12103.0,27.903107799999997,-82.7395188
Polk County,12105.0,27.9536488,-81.6935337
Putnam County,12107.0,29.5938964,-81.7320389
Santa Rosa County,12113.0,30.701268900000002,-87.01289
Sarasota County,12115.0,27.184385499999998,-82.36583509999998
Seminole County,12117.0,28.6900918,-81.13198940000001
St. Johns County,12109.0,29.8904875,-81.40004040000001
St. Lucie County,12111.0,27.3798137,-80.44353570000001
Sumter County,12119.0,28.714100800000004,-82.0743472
Suwannee County,12121.0,30.189243800000003,-82.99275420000001
Taylor County,12123.0,30.009908399999997,-83.6094825
Union County,12125.0,30.054279600000005,-82.366918
Volusia County,12127.0,29.057769,-81.161792
Wakulla County,12129.0,30.139432,-84.3748463
Walton County,12131.0,30.631210600000003,-86.1766139
Washington County,12133.0,30.602216600000002,-85.6627968
Appling County,13001.0,31.739712,-82.2901025
Atkinson County,13003.0,31.296805600000003,-82.8781511
Bacon County,13005.0,31.550209499999998,-82.4514325
Baker County,13007.0,31.3195798,-84.4548812
Baldwin County,13009.0,33.0594897,-83.2554566
Banks County,13011.0,34.351921600000004,-83.4984409
Barrow County,13013.0,33.9920094,-83.7123025
Bartow County,13015.0,34.2409175,-84.83818790000001
Ben Hill County,13017.0,31.7407715,-83.14719699999999
Berrien County,13019.0,31.2886522,-83.2278695
Carroll County,13045.0,33.5822366,-85.0805272
Catoosa County,13047.0,34.900217600000005,-85.1393857
Charlton County,13049.0,30.7799036,-82.1396442
Chatham County,13051.0,31.9804037,-81.085184
Chattahoochee County,13053.0,32.3474454,-84.7880206
Chattooga County,13055.0,34.4741785,-85.34528940000001
Cherokee County,13057.0,34.244316600000005,-84.4750574
Clarke County,13059.0,33.9521852,-83.3671522
Clay County,13061.0,31.6198309,-84.99258259999999
Clayton County,13063.0,33.5426863,-84.35557270000001
Clinch County,13065.0,30.917653100000003,-82.7026143
Cobb County,13067.0,33.939929799999994,-84.5741123
Bibb County,13021.0,32.8088446,-83.6941941
Bleckley County,13023.0,32.4354034,-83.33171740000002
Brantley County,13025.0,31.197333899999997,-81.98297790000001
Brooks County,13027.0,30.8229337,-83.5819054
Bryan County,13029.0,32.017969199999996,-81.4385431
Bulloch County,13031.0,32.3917111,-81.74402099999999
Burke County,13033.0,33.0601805,-82.0001638
Butts County,13035.0,33.290355100000006,-83.95822059999999
Calhoun County,13037.0,31.521278999999996,-84.6262895
Camden County,13039.0,30.913358000000002,-81.6420193
Candler County,13043.0,32.4039497,-82.07126559999999
Dodge County,13091.0,32.164369,-83.16786579999999
Dooly County,13093.0,32.1519954,-83.807167
Dougherty County,13095.0,31.5325876,-84.20904
Douglas County,13097.0,33.7012421,-84.7673139
Early County,13099.0,31.3241906,-84.9067225
Echols County,13101.0,30.7140081,-82.89737579999999
Effingham County,13103.0,32.361680199999995,-81.343372
Elbert County,13105.0,34.116413,-82.8419087
Emanuel County,13107.0,32.5910995,-82.2997628
Evans County,13109.0,32.1530834,-81.890153
Fannin County,13111.0,34.866542700000004,-84.3173308
Fayette County,13113.0,33.4127172,-84.4939407
Floyd County,13115.0,34.2636918,-85.21368509999999
Forsyth County,13117.0,34.225143,-84.12740749999999
Franklin County,13119.0,34.3752657,-83.2275325
Fulton County,13121.0,33.790033799999996,-84.4681816
Gilmer County,13123.0,34.6905055,-84.4546244
Glascock County,13125.0,33.2274908,-82.60691259999999
Glynn County,13127.0,31.2127098,-81.4964503
Gordon County,13129.0,34.5096669,-84.87386219999999
Grady County,13131.0,30.8759076,-84.2450803
Greene County,13133.0,33.5767403,-83.1666127
Gwinnett County,13135.0,33.95914570000001,-84.023087
Habersham County,13137.0,34.6343924,-83.5258749
Hall County,13139.0,34.317568900000005,-83.8184997
Coffee County,13069.0,31.549245199999998,-82.8449401
Colquitt County,13071.0,31.1897075,-83.769773
Columbia County,13073.0,33.5476313,-82.2522957
Cook County,13075.0,31.152515700000002,-83.4294448
Coweta County,13077.0,33.3528965,-84.76213809999999
Crawford County,13079.0,32.7094283,-83.9791874
Crisp County,13081.0,31.915148499999997,-83.7535309
Dade County,13083.0,34.8524237,-85.5062006
Dawson County,13085.0,34.4426077,-84.17326109999999
DeKalb County,13089.0,33.770661100000005,-84.2263432
Decatur County,13087.0,30.880643100000004,-84.5838902
Hancock County,13141.0,33.2692195,-83.00046529999999
Haralson County,13143.0,33.7951646,-85.2200629
Harris County,13145.0,32.7315494,-84.912432
Hart County,13147.0,34.3487328,-82.96329
Heard County,13149.0,33.2913469,-85.13788620000001
Henry County,13151.0,33.452946600000004,-84.1540207
Houston County,13153.0,32.4582875,-83.6625217
Irwin County,13155.0,31.604306199999996,-83.27703740000001
Jackson County,13157.0,34.1309052,-83.5625568
Jasper County,13159.0,33.316980699999995,-83.68915150000001
Jeff Davis County,13161.0,31.8116153,-82.6368248
Jefferson County,13163.0,33.0581756,-82.4200036
Jenkins County,13165.0,32.7945631,-81.9715244
Johnson County,13167.0,32.6945842,-82.6639696
Jones County,13169.0,33.0216636,-83.5621958
Lamar County,13171.0,33.0744405,-84.14668929999999
Lanier County,13173.0,31.0381973,-83.0631635
Laurens County,13175.0,32.393219699999996,-82.92631709999999
Lee County,13177.0,31.8184185,-84.1466814
Liberty County,13179.0,31.8074582,-81.4578709
Lincoln County,13181.0,33.79215070000001,-82.44829920000001
Long County,13183.0,31.749563300000002,-81.7428697
Lowndes County,13185.0,30.833145000000002,-83.2689952
Lumpkin County,13187.0,34.568140299999996,-83.9989251
Macon County,13193.0,32.3626859,-84.0512306
Madison County,13195.0,34.128525700000004,-83.2037373
Marion County,13197.0,32.3593118,-84.5287354
McDuffie County,13189.0,33.479623100000005,-82.47873309999999
McIntosh County,13191.0,31.488505800000002,-81.3722892
Meriwether County,13199.0,33.0292666,-84.6670579
Miller County,13201.0,31.1629309,-84.7303983
Mitchell County,13205.0,31.228996999999996,-84.192038
Monroe County,13207.0,33.0174352,-83.9229376
Montgomery County,13209.0,32.1721081,-82.5333487
Morgan County,13211.0,33.5986956,-83.49943459999999
Murray County,13213.0,34.7970974,-84.7379899
Putnam County,13237.0,33.3210605,-83.37178979999999
Quitman County,13239.0,31.8629381,-85.0047978
Rabun County,13241.0,34.883934499999995,-83.40487009999998
Randolph County,13243.0,31.762651,-84.7523108
Richmond County,13245.0,33.3614863,-82.07499820000001
Rockdale County,13247.0,33.6520811,-84.0263696
Schley County,13249.0,32.2634439,-84.3227083
Screven County,13251.0,32.744751199999996,-81.61758490000001
Seminole County,13253.0,30.933959899999998,-84.8676853
Spalding County,13255.0,33.262348100000004,-84.2849046
Stephens County,13257.0,34.5529139,-83.2902156
Stewart County,13259.0,32.073225,-84.8349117
Muscogee County,13215.0,32.510197,-84.874946
Newton County,13217.0,33.544040700000004,-83.85518370000001
Oconee County,13219.0,33.834124700000004,-83.43772840000001
Oglethorpe County,13221.0,33.866806200000006,-83.07408050000001
Paulding County,13223.0,33.9210299,-84.8671693
Peach County,13225.0,32.571324100000005,-83.83197790000001
Pickens County,13227.0,34.4567464,-84.49035079999999
Pierce County,13229.0,31.353997999999997,-82.2103703
Pike County,13231.0,33.08122410000001,-84.3898475
Polk County,13233.0,33.996015299999996,-85.1883384
Pulaski County,13235.0,32.2388026,-83.4818454
Troup County,13285.0,33.034482000000004,-85.02835999999999
Turner County,13287.0,31.7248005,-83.6203195
Twiggs County,13289.0,32.6658469,-83.4258792
Union County,13291.0,34.833333,-83.98925679999999
Upson County,13293.0,32.881836699999994,-84.29228309999999
Walker County,13295.0,34.735802,-85.30545649999999
Walton County,13297.0,33.7838866,-83.731829
Ware County,13299.0,31.050881,-82.42150720000001
Warren County,13301.0,33.4191691,-82.6880123
Washington County,13303.0,32.9718435,-82.7981123
Wayne County,13305.0,31.547844899999998,-81.91237629999999
Webster County,13307.0,32.046691100000004,-84.55382790000002
Wheeler County,13309.0,32.105258,-82.73384920000001
White County,13311.0,34.643776,-83.74341650000001
Whitfield County,13313.0,34.8017261,-84.968541
Wilcox County,13315.0,31.962719899999996,-83.43825859999998
Wilkes County,13317.0,33.779031200000006,-82.74792109999999
Wilkinson County,13319.0,32.8042663,-83.1755122
Worth County,13321.0,31.5517733,-83.8499598
Hawaii County,15001.0,19.5977643,-155.5024434
Honolulu County,15003.0,21.580022500000002,-158.1234063
Kauai County,15007.0,22.0120383,-159.7059653
Maui County,15009.0,20.855930800000003,-156.6015502
Ada County,16001.0,43.45147670000001,-116.244376
Adams County,16003.0,44.877004,-116.4616241
Bannock County,16005.0,42.6929211,-112.22898190000001
Bear Lake County,16007.0,42.2858922,-111.32751680000001
Benewah County,16009.0,47.2184513,-116.63354140000001
Bingham County,16011.0,43.2163568,-112.39920579999999
Blaine County,16013.0,43.394192,-113.9553713
Boise County,16015.0,43.9872749,-115.7151105
